name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Río Grande, Tierra del Fuego, Argentina",2022-06-02,3.7,-3.9,-0.9,-0.3,-8.8,-5.9,-2.3,90.5,0,0,0,,0,0,41.8,25.9,293.7,1011.4,36.6,22.2,37.5,3.3,2,,2022-06-02T09:37:12,2022-06-02T17:20:20,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-03,4.9,-2,1.3,-0.8,-7.7,-4.7,-2.6,77.2,0,0,0,,0,0,60.1,50,324.2,1000.1,67.8,22.2,35.4,3.1,2,,2022-06-03T09:38:18,2022-06-03T17:19:35,0.14,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-04,5.2,0,2.9,-0.9,-7.2,-3.3,-2.6,68.7,0,0,0,,0,0,64.4,48.2,303.8,994.4,67,22.4,37,3.3,2,,2022-06-04T09:39:21,2022-06-04T17:18:53,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-05,7.7,3,5.3,2.9,-3,0.2,0.5,71.8,0,0,0,,0,0,74.5,40.7,340.6,987.1,99.6,18.5,15.9,1.4,1,,2022-06-05T09:40:22,2022-06-05T17:18:15,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-06,7.1,0.1,3.3,2.4,-5.7,-2.6,-1.3,73.2,0,0,0,,0,0,81.7,59.4,297.2,982.9,60.7,19.3,35.1,3.1,2,,2022-06-06T09:41:20,2022-06-06T17:17:39,0.24,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-07,7,1.1,4.5,3.8,-3.5,0.1,1,78.6,0,0,0,,0,0,54,35.3,335.8,993,65.1,21,29.7,2.5,2,,2022-06-07T09:42:16,2022-06-07T17:17:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-08,6.7,1.1,3.6,3.9,-3.6,0.2,1.5,86.8,3,100,4.17,"rain,snow",0,0,51.5,29.5,298.9,988.1,84,19.1,20.6,1.9,1,,2022-06-08T09:43:09,2022-06-08T17:16:37,0.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-09,3.2,-3,-0.1,-1.2,-8.7,-5,-2.9,82.5,0,0,0,,0,0,45.7,27.7,244.4,1012.3,27.4,22.2,37,3.1,2,,2022-06-09T09:44:00,2022-06-09T17:16:11,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-10,5.2,-5,1.5,-0.2,-6.4,-3.1,-0.2,88.8,4,100,8.33,"rain,snow",0.2,0,74.2,51.8,335.6,1010.7,88.1,19,6.7,0.7,0,,2022-06-10T09:44:48,2022-06-10T17:15:48,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-11,6.9,3,4.7,6,-1.2,2.2,3.5,92.2,0.3,100,4.17,rain,0,0,56.2,29.5,321.1,1003.6,84.6,20.7,12,1.1,1,,2022-06-11T09:45:33,2022-06-11T17:15:28,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-12,9.9,2,4.3,8.9,-1.8,2,3.2,93.2,0,0,0,,0,0,43.6,16.6,295.3,997,74.4,20.8,26.2,2.3,1,,2022-06-12T09:46:15,2022-06-12T17:15:12,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-13,7.7,1.2,4.1,4.9,-1.9,0.9,2.8,91.6,0.5,100,4.17,rain,0,0,42.1,25.9,284,996.4,67,21.2,29.1,2.5,2,,2022-06-13T09:46:54,2022-06-13T17:14:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-14,3.9,-2.9,0.7,0.6,-5.8,-2.9,-0.9,89.3,0,0,0,,0,0,45.7,31.7,274.5,1006.5,32.2,22.2,29.2,2.5,2,,2022-06-14T09:47:30,2022-06-14T17:14:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-15,6,1.7,3.7,1.4,-4.5,-1.9,0.5,80.3,0,0,0,,0,0,58.3,40.7,319.4,1002.3,83.6,21.6,24.9,2.1,2,,2022-06-15T09:48:03,2022-06-15T17:14:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-16,6.2,-2.1,3.3,1.8,-8,-1.1,-0.8,75.3,0,0,0,,0,0,62.6,35.3,275.9,994,84,22.3,17.5,1.5,1,,2022-06-16T09:48:33,2022-06-16T17:14:39,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-17,3.2,-4.3,-0.5,1.1,-8.3,-5.3,-3.5,81.6,0,0,0,,0,0,54,33.5,269.3,994.4,54.4,20.3,31.5,2.7,2,,2022-06-17T09:49:00,2022-06-17T17:14:39,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-18,-0.3,-7,-4.7,-4,-12.5,-9.2,-6.7,85.8,0,0,0,,0,0.1,33.5,18.4,235.3,1004.3,17.8,21.6,34.2,3,2,,2022-06-18T09:49:24,2022-06-18T17:14:42,0.64,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-19,0.7,-7.3,-3.1,0.7,-12.5,-6.7,-4.2,91.8,3,100,8.33,"rain,snow",0.7,0.4,35.6,18.4,242.2,1003.2,71.5,14.4,11.5,1,1,,2022-06-19T09:49:45,2022-06-19T17:14:49,0.68,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-20,-2.1,-8,-4.9,-4.3,-12.6,-9.1,-5.9,92.8,0.2,100,4.17,snow,3,2.2,37.1,16.6,218.6,1015.2,46.1,22.1,34.2,2.9,2,,2022-06-20T09:50:02,2022-06-20T17:14:59,0.71,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-21,2,-6,-1.4,-4.2,-11.7,-7.2,-3.7,84.9,0,0,0,,0,2.8,48.2,34,259.1,1018.3,29.5,22.2,34.4,3,2,,2022-06-21T09:50:16,2022-06-21T17:15:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-22,3.1,-3,0.2,-2.5,-9.3,-5.7,-2.4,82.8,0,0,0,,0,1.1,41.8,33.5,260.6,1013.8,54.5,22.9,27.7,2.3,1,,2022-06-22T09:50:27,2022-06-22T17:15:28,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2022-06-23,2.8,-5.4,-2.1,2.8,-10.9,-5.6,-4,87.4,0,0,0,,0,0.1,33.1,19.9,247.1,1016.3,50.4,22.7,30.3,2.6,2,,2022-06-23T09:50:35,2022-06-23T17:15:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-24,3.7,-5,0.9,-1.8,-10.9,-4.4,-1.9,82.5,0,0,0,,0,0.1,49.3,33.5,249.1,1021.5,45,22.4,24.7,2.1,2,,2022-06-24T09:50:39,2022-06-24T17:16:09,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-25,5,0,2.4,0.3,-4.3,-2.3,-0.2,83.7,0,0,0,,0,0,54,33.5,289.9,1012.8,60,21.1,19,1.7,1,,2022-06-25T09:50:40,2022-06-25T17:16:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-26,10,4,6.7,10,-1.4,2,1.8,71.4,0,0,0,,0,0,81.7,61.2,306.3,987.1,63.4,22.4,27.3,2.4,2,,2022-06-26T09:50:38,2022-06-26T17:17:03,0.91,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-27,5.9,0,2.8,1.7,-4.6,-2,0.3,83.9,0,0,0,,0,0,46.4,37.1,294.8,993.6,40.1,22.2,33.6,2.9,2,,2022-06-27T09:50:32,2022-06-27T17:17:35,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-28,1.9,-3.6,-0.7,0.4,-6.4,-3.6,-1.9,91.8,0,0,0,,0,0,46.1,19.9,269.3,989.2,67.6,17.4,23.6,2,1,,2022-06-28T09:50:23,2022-06-28T17:18:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-29,2.9,-3,-0.7,-1.5,-7.6,-4.6,-2.6,87.5,0,0,0,,0,0,32.4,22.3,257.3,995.6,42,21.8,33.2,2.8,2,,2022-06-29T09:50:11,2022-06-29T17:18:47,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-06-30,1.2,-4.8,-2.6,1.1,-9,-5.9,-4,90.1,0,0,0,,0,0,29.2,20.3,270.5,999.6,16,22.2,33.8,3,2,,2022-06-30T09:49:56,2022-06-30T17:19:27,0.05,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-01,1.9,-8.2,-4.1,1.7,-12.8,-7.7,-5.7,88.9,0,0,0,,0,0,29.9,13.4,309.7,999.3,24.1,22.2,34.4,3,2,,2022-07-01T09:49:37,2022-07-01T17:20:10,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-02,5.1,-5,1.5,1,-7.3,-2.4,-1.3,81.9,0,0,0,,0,0,53.6,33.2,9.7,996,90,17.5,26.6,2.3,1,,2022-07-02T09:49:15,2022-07-02T17:20:56,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-03,5.4,-0.6,3,0.9,-4.8,-1,1.5,89.7,3,100,4.17,"rain,snow",0,0,52.9,30.1,17.1,993.8,74.4,15.4,18.7,1.5,1,,2022-07-03T09:48:49,2022-07-03T17:21:44,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-04,4,-1.8,1.8,2,-6.3,-1,1.2,95.7,0,0,0,,0,0,29.9,18.9,243.2,992.5,66.7,12,24.4,2.1,1,,2022-07-04T09:48:20,2022-07-04T17:22:36,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-05,0,-5.2,-3.1,-0.3,-8.7,-6.2,-4.2,91.9,0,0,0,,0,0,22.7,12.5,234.1,993.5,72.6,22.2,22.3,2,1,,2022-07-05T09:47:49,2022-07-05T17:23:29,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-06,-1.8,-8,-5.7,-5,-12.6,-9.7,-6.7,92.6,0,0,0,,0,0,30.2,13.4,262.5,996.2,38.7,22.4,31.5,2.6,2,,2022-07-06T09:47:13,2022-07-06T17:24:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2022-07-07,0.9,-5.2,-2.9,-3.2,-10.8,-8,-4.4,89.3,0,0,0,,0,0,37.4,27.2,265.9,999,3.6,22.2,38.5,3.3,2,,2022-07-07T09:46:35,2022-07-07T17:25:24,0.29,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-08,-0.1,-10.8,-4.4,-3.7,-16.5,-8.8,-5.3,93.5,0.6,100,4.17,"rain,snow",0.7,0.4,27,22.3,181.7,995.2,77.9,13.2,8.2,0.8,1,,2022-07-08T09:45:54,2022-07-08T17:26:25,0.32,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-09,-1,-9.6,-5.3,-4.9,-15.5,-10.6,-6.6,90.7,0,0,0,snow,1,1.1,37.4,21.8,242.6,999.2,24.6,19.6,40.9,3.6,2,,2022-07-09T09:45:09,2022-07-09T17:27:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-10,-3,-11.2,-7.3,-7.5,-17.1,-12.3,-8.8,88.6,0,0,0,,0,0.7,32.4,17,234.1,1019.3,56.4,22.2,36.1,3,2,,2022-07-10T09:44:22,2022-07-10T17:28:34,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-11,2.7,-12.8,-5.4,-1.8,-17.5,-9.1,-7.2,88.1,2,100,4.17,rain,0,0.1,46.8,26.7,333.9,1013.5,88,19.6,24.9,2,1,,2022-07-11T09:43:31,2022-07-11T17:29:42,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-12,4,2,3.5,-0.6,-3.6,-1.9,2,90.1,3.8,100,16.67,rain,0,0.4,58.7,39.2,47.4,1002.2,96.7,10.2,9.2,0.9,1,,2022-07-12T09:42:38,2022-07-12T17:30:51,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-13,4,0,2.4,0.1,-4.9,-2.4,0,84.7,0.2,100,4.17,rain,0,0.4,52.6,31.7,90.5,1015.7,77.7,13.6,33.5,2.8,2,,2022-07-13T09:41:41,2022-07-13T17:32:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-14,2.1,-3.2,-0.7,0.2,-6.7,-4.2,-2.1,90.9,0,0,0,,0,0.1,27,16.6,161.1,1030,49.5,18.7,36,3.3,2,,2022-07-14T09:40:42,2022-07-14T17:33:17,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-15,2.9,-5,-1.2,-1.5,-8.1,-4.5,-2.8,89.5,0,0,0,,0,0,55.4,37.1,318.5,1027.4,77.3,18.2,27.5,2.4,1,,2022-07-15T09:39:39,2022-07-15T17:34:32,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-16,3.1,-0.3,1.4,1,-3.6,-2.1,-0.3,88.6,0,0,0,,0,0,55.1,37.6,337.1,1006.7,79.3,14.5,15.7,1.3,1,,2022-07-16T09:38:34,2022-07-16T17:35:49,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-17,3,-2,0.6,0.7,-6.6,-2,-0.4,93.3,0,0,0,,0,0,49.3,38.4,311.8,990.8,60.2,17.8,35.8,3.1,2,,2022-07-17T09:37:26,2022-07-17T17:37:08,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-18,3.7,-2.7,0.6,-1.9,-8.7,-5,-1.4,87,0,0,0,,0,0,85,44.1,313.2,989.5,55.6,22.2,38.8,3.2,2,,2022-07-18T09:36:16,2022-07-18T17:38:29,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-19,4,0.9,3.1,0,-5.5,-2.3,0.7,84.4,0,0,0,,0,0,75.6,47.8,323.5,971.2,85.8,20.5,30.5,2.5,2,,2022-07-19T09:35:03,2022-07-19T17:39:51,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-20,3,-1,1.2,-1.6,-7.9,-4.8,-1.1,84.6,0,0,0,"rain,snow",1.1,0.2,78.5,50,263.8,967.6,86.7,13.6,19.9,1.7,1,,2022-07-20T09:33:47,2022-07-20T17:41:15,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-21,1.1,-3,-1.4,-5.1,-9.8,-7.8,-4.3,80.4,0,0,0,,0,0.3,52.2,35.3,262.9,989.3,60.8,16.1,43.4,3.6,2,,2022-07-21T09:32:28,2022-07-21T17:42:40,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-22,4.7,-2.3,0.7,0.5,-9,-4.8,-2.8,77.9,0,0,0,,0,0.1,54.4,51.4,263.7,998.8,26.3,22.4,47.4,4,2,,2022-07-22T09:31:08,2022-07-22T17:44:06,0.8,Partially cloudy,Becoming cloudy in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-23,3.2,-4.3,-1.1,-0.7,-9.4,-6,-3.5,84.1,0,0,0,,0,0,37.1,31.7,248.8,1011.7,21,22.2,46,4,2,,2022-07-23T09:29:44,2022-07-23T17:45:34,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-24,4.1,-6,-0.9,-1.7,-10.1,-5.7,-3.6,82.8,0,0,0,,0,0,54.4,48.2,276.5,1016.4,46.5,22.2,48.9,4,2,,2022-07-24T09:28:19,2022-07-24T17:47:03,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-25,4,-1.1,1,0.2,-7.6,-5,-3,75.1,0,0,0,,0,0,63.7,42.5,285.3,1011.3,45.2,22.4,44.2,3.8,2,,2022-07-25T09:26:50,2022-07-25T17:48:33,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-26,4.4,-5,-1,-1.2,-10,-6.6,-4,80.6,0,0,0,,0,0,47.5,38.1,302.3,1021.2,32.9,22.2,47.7,4.1,2,,2022-07-26T09:25:20,2022-07-26T17:50:04,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-27,5.1,-3,0.3,-0.7,-9.8,-6,-2.2,83.8,0,0,0,,0,0.2,72.7,47.8,307.4,1006.1,62.2,22.2,20.1,1.7,1,,2022-07-27T09:23:48,2022-07-27T17:51:36,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-28,6,2,3.9,-0.1,-4.1,-2,1.3,83.8,4,100,4.17,rain,0,0.1,75.6,58.3,293.7,990.6,43.4,18.3,30,2.7,2,,2022-07-28T09:22:13,2022-07-28T17:53:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2022-07-29,6,1.6,3.5,0.4,-4.1,-2.5,0.6,81.4,0,0,0,,0,0,90,63,284.9,988.5,21.1,22.3,56,4.8,3,,2022-07-29T09:20:36,2022-07-29T17:54:43,0.03,Partially cloudy,Clearing in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-30,7,2.1,4.2,1.6,-4.3,-1.6,0.5,77.2,0,0,0,,0,0,83.9,59.9,298.9,995.3,36.7,21.6,48.4,4.2,2,,2022-07-30T09:18:57,2022-07-30T17:56:18,0.07,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-07-31,7.1,2.4,4,2.4,-4.1,-1.3,0.6,78.8,0,0,0,,0,0,68.8,48.7,301.5,1004.7,52.1,22.3,47.3,4.1,2,,2022-07-31T09:17:16,2022-07-31T17:57:54,0.1,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-01,7.9,0.3,3.5,4.3,-4.3,-0.5,1.2,85,0,0,0,,0,0.1,45.4,25.9,320.5,1008.1,62.2,21.6,57.1,4.9,3,,2022-08-01T09:15:33,2022-08-01T17:59:30,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-02,7,1.7,3.6,7,-2.6,0.6,1.2,84.5,0,0,0,,0,0.1,48.2,22.6,330.1,1011.4,75,21.6,26.7,2.3,1,,2022-08-02T09:13:48,2022-08-02T18:01:07,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-03,3.4,2,2.9,-0.9,-2.8,-1.8,2.5,97.4,0,0,0,,0,0,33.1,27.7,113.6,1015.8,94.7,4.3,30.8,2.6,1,,2022-08-03T09:12:01,2022-08-03T18:02:45,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-04,4.2,0.9,2.9,4.2,-1.6,0.5,2.3,96.2,0.4,100,4.17,rain,0,0,26.3,17.9,109.4,1013.4,87.9,12.7,26.9,2.4,1,,2022-08-04T09:10:13,2022-08-04T18:04:24,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-05,5.1,-2,0.6,5,-6.2,-1.8,-0.1,94.9,0,0,0,,0,0,14.8,12.1,230.3,1020.6,72.1,21.9,29.5,2.6,1,,2022-08-05T09:08:23,2022-08-05T18:06:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-06,4.2,-4,-0.6,2,-7.2,-3.5,-1.7,92.5,0,0,0,,0,0,17.3,16.6,287.5,1032.3,59.6,22.2,47.9,4.1,2,,2022-08-06T09:06:31,2022-08-06T18:07:42,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-07,2,-3.4,-0.6,1,-8.1,-3.7,-1.6,93.2,0.3,100,4.17,"rain,snow",0,0,27.4,20.8,318.3,1033.1,82,11.4,36.2,3.1,2,,2022-08-07T09:04:37,2022-08-07T18:09:22,0.34,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-08,3.2,-1.3,1.9,0.2,-3.7,-1.7,0.7,91.9,3,100,4.17,rain,0,0,37.4,27.6,340.2,1020.5,96,12.3,46,4.1,2,,2022-08-08T09:02:42,2022-08-08T18:11:02,0.38,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-09,3.7,0.9,2,2,-1.8,0.4,1.4,95.3,3,100,4.17,"rain,snow",0,0,27,16.6,306.7,1006.8,86.7,15.6,71.2,6.1,3,,2022-08-09T09:00:45,2022-08-09T18:12:43,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-10,8,-0.3,2.9,5.8,-3.9,0.5,1.9,93.9,0.5,100,4.17,"rain,snow",0,0,29.5,14.8,290.2,1002.4,83,15.5,66.8,5.8,3,,2022-08-10T08:58:46,2022-08-10T18:14:24,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-11,3.2,-1.4,1.8,0.5,-5.7,-1.8,1.3,96,3.3,100,12.5,"rain,snow",0,0,30.2,20.4,137.7,1002.9,95.2,10,20.1,1.7,1,,2022-08-11T08:56:46,2022-08-11T18:16:05,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-12,2.7,-3.2,-0.3,-0.8,-7.6,-4,-1.4,92.5,0,0,0,,0,0,22,18.9,190.4,993.3,95.3,21.7,40.6,3.4,2,,2022-08-12T08:54:45,2022-08-12T18:17:47,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-13,4.1,-2.8,0.8,-0.6,-7.4,-3.8,-1.1,87.3,0,0,0,,0,0,45,25.4,333.1,987.8,64.7,20.3,65.2,5.7,3,,2022-08-13T08:52:42,2022-08-13T18:19:29,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-14,4.9,0,2.1,0.1,-5.3,-2.7,0.8,90.9,3.2,100,8.33,"rain,snow",0,0,51.8,38.1,265.4,977.9,75.9,19.2,58.2,5,3,,2022-08-14T08:50:38,2022-08-14T18:21:11,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2022-08-15,3,-2.4,0.8,2.9,-5.9,-2,-0.8,89.4,0,0,0,,0,0,32,22.8,283.4,981.2,64.2,22.3,61,5.2,3,,2022-08-15T08:48:33,2022-08-15T18:22:54,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
